Position,code,Geography,Treatment,vialnum,Sex,exp,cfuA,cfuL,repexp,total,GT,Bacteria,Replicate,Duplicate,SortOrder,Plate,Side,type
207,D Control NA 1 NA 2485 4 Diet 1 NA,D,Control,D Control NA 1 NA 2485 4 Diet 1 NA,NA,4,65126400,0,D Control NA 1 NA 2485 4 Diet 1 NA,65126400,DControl,CV,1,NA,2485,Diet 1,NA,diet
209,D Control NA 1 NA 2487 4 Diet 1 NA,D,Control,D Control NA 1 NA 2487 4 Diet 1 NA,NA,4,21166080,0,D Control NA 1 NA 2487 4 Diet 1 NA,21166080,DControl,CV,1,NA,2487,Diet 1,NA,diet
53,E Choice F 1 NA 53 1 Flies 1 NA,E,Choice,E Choice F 1 NA 53 1 Flies 1 NA,F,1,1729920,10732.5,E Choice F 1 NA 53 1 Flies 1 NA,1740652.5,EChoice,AAB,1,NA,53,Flies 1,NA,fly
55,E Choice F 1 NA 55 1 Flies 1 NA,E,Choice,E Choice F 1 NA 55 1 Flies 1 NA,F,1,33787.5,300,E Choice F 1 NA 55 1 Flies 1 NA,34087.5,EChoice,AAB,1,NA,55,Flies 1,NA,fly
57,E Choice F 1 NA 57 1 Flies 1 NA,E,Choice,E Choice F 1 NA 57 1 Flies 1 NA,F,1,381600,950,E Choice F 1 NA 57 1 Flies 1 NA,382550,EChoice,AAB,1,NA,57,Flies 1,NA,fly
107,E Choice F 1 NA 107 1 Flies 1 NA,E,Choice,E Choice F 1 NA 107 1 Flies 1 NA,F,1,508800,75,E Choice F 1 NA 107 1 Flies 1 NA,508875,EChoice,LAB,1,NA,107,Flies 1,NA,fly
109,E Choice F 1 NA 109 1 Flies 1 NA,E,Choice,E Choice F 1 NA 109 1 Flies 1 NA,F,1,1272000,525,E Choice F 1 NA 109 1 Flies 1 NA,1272525,EChoice,LAB,1,NA,109,Flies 1,NA,fly
111,E Choice F 1 NA 111 1 Flies 1 NA,E,Choice,E Choice F 1 NA 111 1 Flies 1 NA,F,1,839520,1175,E Choice F 1 NA 111 1 Flies 1 NA,840695,EChoice,LAB,1,NA,111,Flies 1,NA,fly
169,E Choice F 1 NA 169 1 Flies 1 NA,E,Choice,E Choice F 1 NA 169 1 Flies 1 NA,F,1,534240,50,E Choice F 1 NA 169 1 Flies 1 NA,534290,EChoice,X,1,NA,169,Flies 1,NA,fly
171,E Choice F 1 NA 171 1 Flies 1 NA,E,Choice,E Choice F 1 NA 171 1 Flies 1 NA,F,1,178080,525,E Choice F 1 NA 171 1 Flies 1 NA,178605,EChoice,X,1,NA,171,Flies 1,NA,fly
173,E Choice F 1 NA 173 1 Flies 1 NA,E,Choice,E Choice F 1 NA 173 1 Flies 1 NA,F,1,1093920,175,E Choice F 1 NA 173 1 Flies 1 NA,1094095,EChoice,X,1,NA,173,Flies 1,NA,fly
181,E Choice F 1 NA 181 1 Flies 1 NA,E,Choice,E Choice F 1 NA 181 1 Flies 1 NA,F,1,1119360,575,E Choice F 1 NA 181 1 Flies 1 NA,1119935,EChoice,G,1,NA,181,Flies 1,NA,fly
183,E Choice F 1 NA 183 1 Flies 1 NA,E,Choice,E Choice F 1 NA 183 1 Flies 1 NA,F,1,661440,775,E Choice F 1 NA 183 1 Flies 1 NA,662215,EChoice,G,1,NA,183,Flies 1,NA,fly
185,E Choice F 1 NA 185 1 Flies 1 NA,E,Choice,E Choice F 1 NA 185 1 Flies 1 NA,F,1,534240,425,E Choice F 1 NA 185 1 Flies 1 NA,534665,EChoice,G,1,NA,185,Flies 1,NA,fly
173,E Choice F 1 NA 2451 4 Flies 1 NA,E,Choice,E Choice F 1 NA 2451 4 Flies 1 NA,F,4,66780,375,E Choice F 1 NA 2451 4 Flies 1 NA,67155,EChoice,CV,1,NA,2451,Flies 1,NA,fly
175,E Choice F 1 NA 2453 4 Flies 1 NA,E,Choice,E Choice F 1 NA 2453 4 Flies 1 NA,F,4,111300,375,E Choice F 1 NA 2453 4 Flies 1 NA,111675,EChoice,CV,1,NA,2453,Flies 1,NA,fly
177,E Choice F 1 NA 2455 4 Flies 1 NA,E,Choice,E Choice F 1 NA 2455 4 Flies 1 NA,F,4,1987.5,350,E Choice F 1 NA 2455 4 Flies 1 NA,2337.5,EChoice,CV,1,NA,2455,Flies 1,NA,fly
47,E Choice M 1 NA 47 1 Flies 1 NA,E,Choice,E Choice M 1 NA 47 1 Flies 1 NA,M,1,6360,1192.5,E Choice M 1 NA 47 1 Flies 1 NA,7552.5,EChoice,AAB,1,NA,47,Flies 1,NA,fly
49,E Choice M 1 NA 49 1 Flies 1 NA,E,Choice,E Choice M 1 NA 49 1 Flies 1 NA,M,1,254400,100,E Choice M 1 NA 49 1 Flies 1 NA,254500,EChoice,AAB,1,NA,49,Flies 1,NA,fly
51,E Choice M 1 NA 51 1 Flies 1 NA,E,Choice,E Choice M 1 NA 51 1 Flies 1 NA,M,1,508800,250,E Choice M 1 NA 51 1 Flies 1 NA,509050,EChoice,AAB,1,NA,51,Flies 1,NA,fly
101,E Choice M 1 NA 101 1 Flies 1 NA,E,Choice,E Choice M 1 NA 101 1 Flies 1 NA,M,1,203520,75,E Choice M 1 NA 101 1 Flies 1 NA,203595,EChoice,LAB,1,NA,101,Flies 1,NA,fly
103,E Choice M 1 NA 103 1 Flies 1 NA,E,Choice,E Choice M 1 NA 103 1 Flies 1 NA,M,1,407040,225,E Choice M 1 NA 103 1 Flies 1 NA,407265,EChoice,LAB,1,NA,103,Flies 1,NA,fly
105,E Choice M 1 NA 105 1 Flies 1 NA,E,Choice,E Choice M 1 NA 105 1 Flies 1 NA,M,1,15502.5,75,E Choice M 1 NA 105 1 Flies 1 NA,15577.5,EChoice,LAB,1,NA,105,Flies 1,NA,fly
163,E Choice M 1 NA 163 1 Flies 1 NA,E,Choice,E Choice M 1 NA 163 1 Flies 1 NA,M,1,356160,350,E Choice M 1 NA 163 1 Flies 1 NA,356510,EChoice,X,1,NA,163,Flies 1,NA,fly
165,E Choice M 1 NA 165 1 Flies 1 NA,E,Choice,E Choice M 1 NA 165 1 Flies 1 NA,M,1,534240,50,E Choice M 1 NA 165 1 Flies 1 NA,534290,EChoice,X,1,NA,165,Flies 1,NA,fly
167,E Choice M 1 NA 167 1 Flies 1 NA,E,Choice,E Choice M 1 NA 167 1 Flies 1 NA,M,1,26235,0,E Choice M 1 NA 167 1 Flies 1 NA,26235,EChoice,X,1,NA,167,Flies 1,NA,fly
175,E Choice M 1 NA 175 1 Flies 1 NA,E,Choice,E Choice M 1 NA 175 1 Flies 1 NA,M,1,5565,100,E Choice M 1 NA 175 1 Flies 1 NA,5665,EChoice,G,1,NA,175,Flies 1,NA,fly
177,E Choice M 1 NA 177 1 Flies 1 NA,E,Choice,E Choice M 1 NA 177 1 Flies 1 NA,M,1,76320,175,E Choice M 1 NA 177 1 Flies 1 NA,76495,EChoice,G,1,NA,177,Flies 1,NA,fly
179,E Choice M 1 NA 179 1 Flies 1 NA,E,Choice,E Choice M 1 NA 179 1 Flies 1 NA,M,1,19080,100,E Choice M 1 NA 179 1 Flies 1 NA,19180,EChoice,G,1,NA,179,Flies 1,NA,fly
167,E Choice M 1 NA 2445 4 Flies 1 NA,E,Choice,E Choice M 1 NA 2445 4 Flies 1 NA,M,4,8745,25,E Choice M 1 NA 2445 4 Flies 1 NA,8770,EChoice,CV,1,NA,2445,Flies 1,NA,fly
169,E Choice M 1 NA 2447 4 Flies 1 NA,E,Choice,E Choice M 1 NA 2447 4 Flies 1 NA,M,4,11130,50,E Choice M 1 NA 2447 4 Flies 1 NA,11180,EChoice,CV,1,NA,2447,Flies 1,NA,fly
171,E Choice M 1 NA 2449 4 Flies 1 NA,E,Choice,E Choice M 1 NA 2449 4 Flies 1 NA,M,4,11925,125,E Choice M 1 NA 2449 4 Flies 1 NA,12050,EChoice,CV,1,NA,2449,Flies 1,NA,fly
241,E Choice NA 1 NA 241 1 Diet 1 A,E,Choice,E Choice NA 1 NA 241 1 Diet 1 A,NA,1,3052800,0,E Choice NA 1 NA 241 1 Diet 1 A,3052800,EChoice,AAB,1,NA,241,Diet 1,A,diet
243,E Choice NA 1 NA 243 1 Diet 1 A,E,Choice,E Choice NA 1 NA 243 1 Diet 1 A,NA,1,7937280,0,E Choice NA 1 NA 243 1 Diet 1 A,7937280,EChoice,AAB,1,NA,243,Diet 1,A,diet
245,E Choice NA 1 NA 245 1 Diet 1 A,E,Choice,E Choice NA 1 NA 245 1 Diet 1 A,NA,1,6716160,0,E Choice NA 1 NA 245 1 Diet 1 A,6716160,EChoice,AAB,1,NA,245,Diet 1,A,diet
247,E Choice NA 1 NA 247 1 Diet 1 L,E,Choice,E Choice NA 1 NA 247 1 Diet 1 L,NA,1,1628160,300,E Choice NA 1 NA 247 1 Diet 1 L,1628460,EChoice,AAB,1,NA,247,Diet 1,L,diet
249,E Choice NA 1 NA 249 1 Diet 1 L,E,Choice,E Choice NA 1 NA 249 1 Diet 1 L,NA,1,57240,450,E Choice NA 1 NA 249 1 Diet 1 L,57690,EChoice,AAB,1,NA,249,Diet 1,L,diet
251,E Choice NA 1 NA 251 1 Diet 1 L,E,Choice,E Choice NA 1 NA 251 1 Diet 1 L,NA,1,4273920,300,E Choice NA 1 NA 251 1 Diet 1 L,4274220,EChoice,AAB,1,NA,251,Diet 1,L,diet
297,E Choice NA 1 NA 297 1 Diet 1 A,E,Choice,E Choice NA 1 NA 297 1 Diet 1 A,NA,1,1831680,0,E Choice NA 1 NA 297 1 Diet 1 A,1831680,EChoice,LAB,1,NA,297,Diet 1,A,diet
299,E Choice NA 1 NA 299 1 Diet 1 A,E,Choice,E Choice NA 1 NA 299 1 Diet 1 A,NA,1,6716160,0,E Choice NA 1 NA 299 1 Diet 1 A,6716160,EChoice,LAB,1,NA,299,Diet 1,A,diet
301,E Choice NA 1 NA 301 1 Diet 1 A,E,Choice,E Choice NA 1 NA 301 1 Diet 1 A,NA,1,22794240,0,E Choice NA 1 NA 301 1 Diet 1 A,22794240,EChoice,LAB,1,NA,301,Diet 1,A,diet
303,E Choice NA 1 NA 303 1 Diet 1 L,E,Choice,E Choice NA 1 NA 303 1 Diet 1 L,NA,1,1831680,225,E Choice NA 1 NA 303 1 Diet 1 L,1831905,EChoice,LAB,1,NA,303,Diet 1,L,diet
305,E Choice NA 1 NA 305 1 Diet 1 L,E,Choice,E Choice NA 1 NA 305 1 Diet 1 L,NA,1,2035200,275,E Choice NA 1 NA 305 1 Diet 1 L,2035475,EChoice,LAB,1,NA,305,Diet 1,L,diet
307,E Choice NA 1 NA 307 1 Diet 1 L,E,Choice,E Choice NA 1 NA 307 1 Diet 1 L,NA,1,5291520,175,E Choice NA 1 NA 307 1 Diet 1 L,5291695,EChoice,LAB,1,NA,307,Diet 1,L,diet
365,E Choice NA 1 NA 365 1 Diet 1 A,E,Choice,E Choice NA 1 NA 365 1 Diet 1 A,NA,1,16281600,3180,E Choice NA 1 NA 365 1 Diet 1 A,16284780,EChoice,X,1,NA,365,Diet 1,A,diet
367,E Choice NA 1 NA 367 1 Diet 1 A,E,Choice,E Choice NA 1 NA 367 1 Diet 1 A,NA,1,1017600,0,E Choice NA 1 NA 367 1 Diet 1 A,1017600,EChoice,X,1,NA,367,Diet 1,A,diet
369,E Choice NA 1 NA 369 1 Diet 1 A,E,Choice,E Choice NA 1 NA 369 1 Diet 1 A,NA,1,3256320,0,E Choice NA 1 NA 369 1 Diet 1 A,3256320,EChoice,X,1,NA,369,Diet 1,A,diet
371,E Choice NA 1 NA 371 1 Diet 1 L,E,Choice,E Choice NA 1 NA 371 1 Diet 1 L,NA,1,5088000,125,E Choice NA 1 NA 371 1 Diet 1 L,5088125,EChoice,X,1,NA,371,Diet 1,L,diet
373,E Choice NA 1 NA 373 1 Diet 1 L,E,Choice,E Choice NA 1 NA 373 1 Diet 1 L,NA,1,2645760,275,E Choice NA 1 NA 373 1 Diet 1 L,2646035,EChoice,X,1,NA,373,Diet 1,L,diet
375,E Choice NA 1 NA 375 1 Diet 1 L,E,Choice,E Choice NA 1 NA 375 1 Diet 1 L,NA,1,1831680,125,E Choice NA 1 NA 375 1 Diet 1 L,1831805,EChoice,X,1,NA,375,Diet 1,L,diet
377,E Choice NA 1 NA 377 1 Diet 1 A,E,Choice,E Choice NA 1 NA 377 1 Diet 1 A,NA,1,7937280,0,E Choice NA 1 NA 377 1 Diet 1 A,7937280,EChoice,G,1,NA,377,Diet 1,A,diet
379,E Choice NA 1 NA 379 1 Diet 1 A,E,Choice,E Choice NA 1 NA 379 1 Diet 1 A,NA,1,4477440,1628160,E Choice NA 1 NA 379 1 Diet 1 A,6105600,EChoice,G,1,NA,379,Diet 1,A,diet
381,E Choice NA 1 NA 381 1 Diet 1 A,E,Choice,E Choice NA 1 NA 381 1 Diet 1 A,NA,1,2035200,0,E Choice NA 1 NA 381 1 Diet 1 A,2035200,EChoice,G,1,NA,381,Diet 1,A,diet
383,E Choice NA 1 NA 383 1 Diet 1 L,E,Choice,E Choice NA 1 NA 383 1 Diet 1 L,NA,1,1424640,50,E Choice NA 1 NA 383 1 Diet 1 L,1424690,EChoice,G,1,NA,383,Diet 1,L,diet
569,E Choice NA 1 NA 568 1 Diet 2 L,E,Choice,E Choice NA 1 NA 568 1 Diet 2 L,NA,1,69960,75,E Choice NA 1 NA 568 1 Diet 2 L,70035,EChoice,G,1,NA,568,Diet 2,L,diet
571,E Choice NA 1 NA 570 1 Diet 2 L,E,Choice,E Choice NA 1 NA 570 1 Diet 2 L,NA,1,101760,25,E Choice NA 1 NA 570 1 Diet 2 L,101785,EChoice,G,1,NA,570,Diet 2,L,diet
359,E Choice NA 1 NA 2635 4 Diet 1 A,E,Choice,E Choice NA 1 NA 2635 4 Diet 1 A,NA,4,9972480,0,E Choice NA 1 NA 2635 4 Diet 1 A,9972480,EChoice,CV,1,NA,2635,Diet 1,A,diet
361,E Choice NA 1 NA 2637 4 Diet 1 A,E,Choice,E Choice NA 1 NA 2637 4 Diet 1 A,NA,4,11804160,0,E Choice NA 1 NA 2637 4 Diet 1 A,11804160,EChoice,CV,1,NA,2637,Diet 1,A,diet
363,E Choice NA 1 NA 2639 4 Diet 1 A,E,Choice,E Choice NA 1 NA 2639 4 Diet 1 A,NA,4,9565440,0,E Choice NA 1 NA 2639 4 Diet 1 A,9565440,EChoice,CV,1,NA,2639,Diet 1,A,diet
365,E Choice NA 1 NA 2641 4 Diet 1 L,E,Choice,E Choice NA 1 NA 2641 4 Diet 1 L,NA,4,610560,550,E Choice NA 1 NA 2641 4 Diet 1 L,611110,EChoice,CV,1,NA,2641,Diet 1,L,diet
367,E Choice NA 1 NA 2643 4 Diet 1 L,E,Choice,E Choice NA 1 NA 2643 4 Diet 1 L,NA,4,3256320,25440,E Choice NA 1 NA 2643 4 Diet 1 L,3281760,EChoice,CV,1,NA,2643,Diet 1,L,diet
369,E Choice NA 1 NA 2645 4 Diet 1 L,E,Choice,E Choice NA 1 NA 2645 4 Diet 1 L,NA,4,3663360,525,E Choice NA 1 NA 2645 4 Diet 1 L,3663885,EChoice,CV,1,NA,2645,Diet 1,L,diet
31,E Control F 1 NA 31 1 Flies 1 NA,E,Control,E Control F 1 NA 31 1 Flies 1 NA,F,1,50880,0,E Control F 1 NA 31 1 Flies 1 NA,50880,EControl,AAB,1,NA,31,Flies 1,NA,fly
33,E Control F 1 NA 33 1 Flies 1 NA,E,Control,E Control F 1 NA 33 1 Flies 1 NA,F,1,381600,0,E Control F 1 NA 33 1 Flies 1 NA,381600,EControl,AAB,1,NA,33,Flies 1,NA,fly
35,E Control F 1 NA 35 1 Flies 1 NA,E,Control,E Control F 1 NA 35 1 Flies 1 NA,F,1,966720,0,E Control F 1 NA 35 1 Flies 1 NA,966720,EControl,AAB,1,NA,35,Flies 1,NA,fly
77,E Control F 1 NA 77 1 Flies 1 NA,E,Control,E Control F 1 NA 77 1 Flies 1 NA,F,1,152640,0,E Control F 1 NA 77 1 Flies 1 NA,152640,EControl,X,1,NA,77,Flies 1,NA,fly
79,E Control F 1 NA 79 1 Flies 1 NA,E,Control,E Control F 1 NA 79 1 Flies 1 NA,F,1,2009760,0,E Control F 1 NA 79 1 Flies 1 NA,2009760,EControl,X,1,NA,79,Flies 1,NA,fly
81,E Control F 1 NA 81 1 Flies 1 NA,E,Control,E Control F 1 NA 81 1 Flies 1 NA,F,1,127200,1987.5,E Control F 1 NA 81 1 Flies 1 NA,129187.5,EControl,X,1,NA,81,Flies 1,NA,fly
427,E Control F 1 NA 427 1 Flies 2 NA,E,Control,E Control F 1 NA 427 1 Flies 2 NA,F,1,11130,50,E Control F 1 NA 427 1 Flies 2 NA,11180,EControl,LAB,1,NA,427,Flies 2,NA,fly
429,E Control F 1 NA 429 1 Flies 2 NA,E,Control,E Control F 1 NA 429 1 Flies 2 NA,F,1,5962.5,25,E Control F 1 NA 429 1 Flies 2 NA,5987.5,EControl,LAB,1,NA,429,Flies 2,NA,fly
431,E Control F 1 NA 431 1 Flies 2 NA,E,Control,E Control F 1 NA 431 1 Flies 2 NA,F,1,92220,75,E Control F 1 NA 431 1 Flies 2 NA,92295,EControl,LAB,1,NA,431,Flies 2,NA,fly
923,E Control F 1 NA 919 1 Flies 3 NA,E,Control,E Control F 1 NA 919 1 Flies 3 NA,F,1,2315040,1987.5,E Control F 1 NA 919 1 Flies 3 NA,2317027.5,EControl,G,1,NA,919,Flies 3,NA,fly
925,E Control F 1 NA 921 1 Flies 3 NA,E,Control,E Control F 1 NA 921 1 Flies 3 NA,F,1,1653600,2782.5,E Control F 1 NA 921 1 Flies 3 NA,1656382.5,EControl,G,1,NA,921,Flies 3,NA,fly
927,E Control F 1 NA 923 1 Flies 3 NA,E,Control,E Control F 1 NA 923 1 Flies 3 NA,F,1,992160,4770,E Control F 1 NA 923 1 Flies 3 NA,996930,EControl,G,1,NA,923,Flies 3,NA,fly
385,E Control F 1 NA 2659 4 Flies 2 NA,E,Control,E Control F 1 NA 2659 4 Flies 2 NA,F,4,763200,0,E Control F 1 NA 2659 4 Flies 2 NA,763200,EControl,CV,1,NA,2659,Flies 2,NA,fly
387,E Control F 1 NA 2661 4 Flies 2 NA,E,Control,E Control F 1 NA 2661 4 Flies 2 NA,F,4,1551840,0,E Control F 1 NA 2661 4 Flies 2 NA,1551840,EControl,CV,1,NA,2661,Flies 2,NA,fly
389,E Control F 1 NA 2663 4 Flies 2 NA,E,Control,E Control F 1 NA 2663 4 Flies 2 NA,F,4,1068480,0,E Control F 1 NA 2663 4 Flies 2 NA,1068480,EControl,CV,1,NA,2663,Flies 2,NA,fly
25,E Control M 1 NA 25 1 Flies 1 NA,E,Control,E Control M 1 NA 25 1 Flies 1 NA,M,1,19875,100,E Control M 1 NA 25 1 Flies 1 NA,19975,EControl,AAB,1,NA,25,Flies 1,NA,fly
27,E Control M 1 NA 27 1 Flies 1 NA,E,Control,E Control M 1 NA 27 1 Flies 1 NA,M,1,13912.5,0,E Control M 1 NA 27 1 Flies 1 NA,13912.5,EControl,AAB,1,NA,27,Flies 1,NA,fly
29,E Control M 1 NA 29 1 Flies 1 NA,E,Control,E Control M 1 NA 29 1 Flies 1 NA,M,1,19477.5,795,E Control M 1 NA 29 1 Flies 1 NA,20272.5,EControl,AAB,1,NA,29,Flies 1,NA,fly
71,E Control M 1 NA 71 1 Flies 1 NA,E,Control,E Control M 1 NA 71 1 Flies 1 NA,M,1,22657.5,0,E Control M 1 NA 71 1 Flies 1 NA,22657.5,EControl,X,1,NA,71,Flies 1,NA,fly
73,E Control M 1 NA 73 1 Flies 1 NA,E,Control,E Control M 1 NA 73 1 Flies 1 NA,M,1,305280,0,E Control M 1 NA 73 1 Flies 1 NA,305280,EControl,X,1,NA,73,Flies 1,NA,fly
75,E Control M 1 NA 75 1 Flies 1 NA,E,Control,E Control M 1 NA 75 1 Flies 1 NA,M,1,18682.5,0,E Control M 1 NA 75 1 Flies 1 NA,18682.5,EControl,X,1,NA,75,Flies 1,NA,fly
421,E Control M 1 NA 421 1 Flies 2 NA,E,Control,E Control M 1 NA 421 1 Flies 2 NA,M,1,6360,200,E Control M 1 NA 421 1 Flies 2 NA,6560,EControl,LAB,1,NA,421,Flies 2,NA,fly
423,E Control M 1 NA 423 1 Flies 2 NA,E,Control,E Control M 1 NA 423 1 Flies 2 NA,M,1,8745,0,E Control M 1 NA 423 1 Flies 2 NA,8745,EControl,LAB,1,NA,423,Flies 2,NA,fly
425,E Control M 1 NA 425 1 Flies 2 NA,E,Control,E Control M 1 NA 425 1 Flies 2 NA,M,1,5962.5,50,E Control M 1 NA 425 1 Flies 2 NA,6012.5,EControl,LAB,1,NA,425,Flies 2,NA,fly
917,E Control M 1 NA 913 1 Flies 3 NA,E,Control,E Control M 1 NA 913 1 Flies 3 NA,M,1,178080,7950,E Control M 1 NA 913 1 Flies 3 NA,186030,EControl,G,1,NA,913,Flies 3,NA,fly
919,E Control M 1 NA 915 1 Flies 3 NA,E,Control,E Control M 1 NA 915 1 Flies 3 NA,M,1,73140,125,E Control M 1 NA 915 1 Flies 3 NA,73265,EControl,G,1,NA,915,Flies 3,NA,fly
921,E Control M 1 NA 917 1 Flies 3 NA,E,Control,E Control M 1 NA 917 1 Flies 3 NA,M,1,356160,1192.5,E Control M 1 NA 917 1 Flies 3 NA,357352.5,EControl,G,1,NA,917,Flies 3,NA,fly
379,E Control M 1 NA 2653 4 Flies 2 NA,E,Control,E Control M 1 NA 2653 4 Flies 2 NA,M,4,1017600,0,E Control M 1 NA 2653 4 Flies 2 NA,1017600,EControl,CV,1,NA,2653,Flies 2,NA,fly
381,E Control M 1 NA 2655 4 Flies 2 NA,E,Control,E Control M 1 NA 2655 4 Flies 2 NA,M,4,864960,0,E Control M 1 NA 2655 4 Flies 2 NA,864960,EControl,CV,1,NA,2655,Flies 2,NA,fly
383,E Control M 1 NA 2657 4 Flies 2 NA,E,Control,E Control M 1 NA 2657 4 Flies 2 NA,M,4,788640,0,E Control M 1 NA 2657 4 Flies 2 NA,788640,EControl,CV,1,NA,2657,Flies 2,NA,fly
217,E Control NA 1 NA 217 1 Diet 1 NA,E,Control,E Control NA 1 NA 217 1 Diet 1 NA,NA,1,3052800,3180,E Control NA 1 NA 217 1 Diet 1 NA,3055980,EControl,AAB,1,NA,217,Diet 1,NA,diet
219,E Control NA 1 NA 219 1 Diet 1 NA,E,Control,E Control NA 1 NA 219 1 Diet 1 NA,NA,1,5902080,0,E Control NA 1 NA 219 1 Diet 1 NA,5902080,EControl,AAB,1,NA,219,Diet 1,NA,diet
221,E Control NA 1 NA 221 1 Diet 1 NA,E,Control,E Control NA 1 NA 221 1 Diet 1 NA,NA,1,13025280,0,E Control NA 1 NA 221 1 Diet 1 NA,13025280,EControl,AAB,1,NA,221,Diet 1,NA,diet
223,E Control NA 1 NA 223 1 Diet 1 NA,E,Control,E Control NA 1 NA 223 1 Diet 1 NA,NA,1,17909760,0,E Control NA 1 NA 223 1 Diet 1 NA,17909760,EControl,AAB,1,NA,223,Diet 1,NA,diet
225,E Control NA 1 NA 225 1 Diet 1 NA,E,Control,E Control NA 1 NA 225 1 Diet 1 NA,NA,1,5698560,0,E Control NA 1 NA 225 1 Diet 1 NA,5698560,EControl,AAB,1,NA,225,Diet 1,NA,diet
227,E Control NA 1 NA 227 1 Diet 1 NA,E,Control,E Control NA 1 NA 227 1 Diet 1 NA,NA,1,814080,0,E Control NA 1 NA 227 1 Diet 1 NA,814080,EControl,AAB,1,NA,227,Diet 1,NA,diet
265,E Control NA 1 NA 265 1 Diet 1 NA,E,Control,E Control NA 1 NA 265 1 Diet 1 NA,NA,1,1424640,0,E Control NA 1 NA 265 1 Diet 1 NA,1424640,EControl,X,1,NA,265,Diet 1,NA,diet
267,E Control NA 1 NA 267 1 Diet 1 NA,E,Control,E Control NA 1 NA 267 1 Diet 1 NA,NA,1,6105600,0,E Control NA 1 NA 267 1 Diet 1 NA,6105600,EControl,X,1,NA,267,Diet 1,NA,diet
269,E Control NA 1 NA 269 1 Diet 1 NA,E,Control,E Control NA 1 NA 269 1 Diet 1 NA,NA,1,29306880,1628160,E Control NA 1 NA 269 1 Diet 1 NA,30935040,EControl,X,1,NA,269,Diet 1,NA,diet
271,E Control NA 1 NA 271 1 Diet 1 NA,E,Control,E Control NA 1 NA 271 1 Diet 1 NA,NA,1,5088000,3180,E Control NA 1 NA 271 1 Diet 1 NA,5091180,EControl,X,1,NA,271,Diet 1,NA,diet
273,E Control NA 1 NA 273 1 Diet 1 NA,E,Control,E Control NA 1 NA 273 1 Diet 1 NA,NA,1,3256320,0,E Control NA 1 NA 273 1 Diet 1 NA,3256320,EControl,X,1,NA,273,Diet 1,NA,diet
275,E Control NA 1 NA 275 1 Diet 1 NA,E,Control,E Control NA 1 NA 275 1 Diet 1 NA,NA,1,2238720,0,E Control NA 1 NA 275 1 Diet 1 NA,2238720,EControl,X,1,NA,275,Diet 1,NA,diet
621,E Control NA 1 NA 620 1 Diet 2 NA,E,Control,E Control NA 1 NA 620 1 Diet 2 NA,NA,1,11397120,0,E Control NA 1 NA 620 1 Diet 2 NA,11397120,EControl,LAB,1,NA,620,Diet 2,NA,diet
623,E Control NA 1 NA 622 1 Diet 2 NA,E,Control,E Control NA 1 NA 622 1 Diet 2 NA,NA,1,3052800,0,E Control NA 1 NA 622 1 Diet 2 NA,3052800,EControl,LAB,1,NA,622,Diet 2,NA,diet
625,E Control NA 1 NA 624 1 Diet 2 NA,E,Control,E Control NA 1 NA 624 1 Diet 2 NA,NA,1,3256320,0,E Control NA 1 NA 624 1 Diet 2 NA,3256320,EControl,LAB,1,NA,624,Diet 2,NA,diet
627,E Control NA 1 NA 626 1 Diet 2 NA,E,Control,E Control NA 1 NA 626 1 Diet 2 NA,NA,1,5291520,0,E Control NA 1 NA 626 1 Diet 2 NA,5291520,EControl,LAB,1,NA,626,Diet 2,NA,diet
629,E Control NA 1 NA 628 1 Diet 2 NA,E,Control,E Control NA 1 NA 628 1 Diet 2 NA,NA,1,3256320,0,E Control NA 1 NA 628 1 Diet 2 NA,3256320,EControl,LAB,1,NA,628,Diet 2,NA,diet
631,E Control NA 1 NA 630 1 Diet 2 NA,E,Control,E Control NA 1 NA 630 1 Diet 2 NA,NA,1,4273920,0,E Control NA 1 NA 630 1 Diet 2 NA,4273920,EControl,LAB,1,NA,630,Diet 2,NA,diet
1109,E Control NA 1 NA 1104 1 Diet 3 NA,E,Control,E Control NA 1 NA 1104 1 Diet 3 NA,NA,1,16281600,0,E Control NA 1 NA 1104 1 Diet 3 NA,16281600,EControl,G,1,NA,1104,Diet 3,NA,diet
1111,E Control NA 1 NA 1106 1 Diet 3 NA,E,Control,E Control NA 1 NA 1106 1 Diet 3 NA,NA,1,8140800,0,E Control NA 1 NA 1106 1 Diet 3 NA,8140800,EControl,G,1,NA,1106,Diet 3,NA,diet
1113,E Control NA 1 NA 1108 1 Diet 3 NA,E,Control,E Control NA 1 NA 1108 1 Diet 3 NA,NA,1,5902080,0,E Control NA 1 NA 1108 1 Diet 3 NA,5902080,EControl,G,1,NA,1108,Diet 3,NA,diet
1115,E Control NA 1 NA 1110 1 Diet 3 NA,E,Control,E Control NA 1 NA 1110 1 Diet 3 NA,NA,1,3866880,0,E Control NA 1 NA 1110 1 Diet 3 NA,3866880,EControl,G,1,NA,1110,Diet 3,NA,diet
1117,E Control NA 1 NA 1112 1 Diet 3 NA,E,Control,E Control NA 1 NA 1112 1 Diet 3 NA,NA,1,6105600,0,E Control NA 1 NA 1112 1 Diet 3 NA,6105600,EControl,G,1,NA,1112,Diet 3,NA,diet
